地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2022/04/19,23:10:36.5,愛知県東部,35°12.2′N,137°45.5′E,46 km,2.7,震度１
2022/04/19,11:57:14.1,岩手県沿岸北部,39°26.2′N,141°55.2′E,94 km,3.9,震度１
2022/04/19,08:16:00.3,茨城県北部,36°52.6′N,140°20.8′E,93 km,5.4,震度５弱
2022/04/19,05:16:45.5,小笠原諸島西方沖,26°50.6′N,141°06.4′E,16 km,4.7,震度１
2022/04/19,00:01:48.4,東京湾,35°37.3′N,140°03.5′E,70 km,3.3,震度１
2022/04/18,14:50:03.1,父島近海,27°01.0′N,142°20.8′E,73 km,3.6,震度１
2022/04/18,13:36:52.1,福島県会津,37°02.4′N,139°23.6′E,7 km,2.3,震度１
2022/04/18,09:55:27.6,福島県沖,37°44.3′N,141°44.2′E,64 km,3.8,震度１
2022/04/18,09:09:09.0,石川県能登地方,37°31.3′N,137°18.7′E,13 km,3.1,震度１
2022/04/18,04:50:44.5,福島県沖,37°43.0′N,141°34.1′E,54 km,4.1,震度２
2022/04/17,18:08:21.7,福島県沖,36°56.0′N,141°12.5′E,42 km,3.2,震度１
2022/04/17,17:20:40.6,福島県沖,37°45.1′N,141°43.7′E,64 km,3.8,震度１
2022/04/17,03:29:29.8,トカラ列島近海,29°19.6′N,129°28.2′E,17 km,2.3,震度１
2022/04/16,06:48:56.9,京都府南部,35°03.3′N,135°33.7′E,13 km,2.8,震度１
2022/04/16,05:35:11.5,能登半島沖,37°31.2′N,137°12.5′E,13 km,2.7,震度１
2022/04/16,02:23:24.7,茨城県北部,36°27.8′N,140°35.9′E,56 km,3.2,震度１
2022/04/15,15:33:08.3,奄美大島北西沖,28°05.3′N,128°13.4′E,19 km,4.3,震度２
2022/04/15,13:53:05.3,福島県浜通り,37°10.4′N,140°53.8′E,99 km,3.5,震度１
2022/04/15,11:27:49.3,福島県沖,37°49.0′N,141°38.0′E,55 km,3.6,震度１
2022/04/15,03:25:28.7,福島県沖,37°04.8′N,141°08.0′E,50 km,4.3,震度３
2022/04/15,01:24:18.8,福島県沖,37°43.0′N,141°34.2′E,56 km,4.0,震度１
2022/04/14,17:28:06.9,青森県東方沖,41°00.4′N,142°00.4′E,59 km,2.9,震度１
2022/04/14,13:08:02.3,茨城県南部,36°03.0′N,139°54.9′E,44 km,3.5,震度２
2022/04/14,12:40:08.2,八丈島東方沖,33°25.9′N,140°57.0′E,48 km,4.7,震度１
2022/04/14,09:14:59.2,沖縄本島北西沖,26°53.4′N,126°30.5′E,0 km,5.0,震度１
2022/04/14,05:19:21.8,沖縄本島北西沖,26°51.4′N,126°25.5′E,12 km,4.9,震度１
2022/04/14,00:34:45.8,釧路沖,42°32.5′N,144°33.6′E,52 km,3.4,震度１
2022/04/13,21:31:28.8,沖縄本島北西沖,26°51.2′N,126°29.5′E,9 km,3.6,震度１
2022/04/13,15:31:17.3,奄美大島北西沖,28°05.6′N,128°04.8′E,13 km,4.3,震度１
2022/04/13,15:14:39.1,沖縄本島北西沖,26°48.4′N,126°25.2′E,22 km,3.9,震度１
2022/04/13,13:29:10.4,茨城県南部,36°04.3′N,139°55.0′E,46 km,3.2,震度２
2022/04/13,11:12:31.2,京都府南部,35°02.6′N,135°34.1′E,13 km,3.9,震度２
2022/04/13,11:11:09.9,京都府南部,35°02.6′N,135°34.1′E,13 km,3.1,震度１
2022/04/13,10:22:32.8,沖縄本島北西沖,26°51.5′N,126°26.5′E,16 km,5.6,震度２
2022/04/13,09:57:25.7,沖縄本島北西沖,26°51.5′N,126°31.9′E,1 km,3.7,震度１
2022/04/13,09:49:47.0,沖縄本島北西沖,26°43.2′N,126°16.8′E,32 km,3.7,震度１
2022/04/13,06:36:17.7,栃木県北部,37°03.7′N,139°51.7′E,8 km,2.6,震度１
2022/04/13,01:07:54.1,千葉県南東沖,34°36.8′N,140°22.1′E,59 km,4.3,震度２
2022/04/12,23:12:26.1,千葉県北西部,35°39.0′N,140°03.5′E,70 km,3.1,震度１
2022/04/12,19:46:43.2,沖縄本島北西沖,26°47.8′N,126°18.3′E,23 km,4.9,震度１
2022/04/12,10:10:20.8,宮城県沖,38°02.6′N,141°41.1′E,50 km,3.7,震度１
2022/04/12,02:24:10.1,硫黄島近海,25°36.2′N,142°59.2′E,120 km,4.7,震度１
2022/04/11,23:01:25.7,父島近海,27°00.2′N,142°25.4′E,67 km,不明,震度１
2022/04/11,16:28:59.6,京都府南部,35°03.0′N,135°33.5′E,14 km,3.5,震度２
2022/04/11,04:37:06.3,熊本県熊本地方,32°44.2′N,130°40.1′E,12 km,2.6,震度２
2022/04/11,02:09:40.2,日向灘,32°38.9′N,131°59.6′E,34 km,3.2,震度１
2022/04/11,00:34:42.0,長野県南部,35°21.2′N,137°41.0′E,7 km,2.3,震度１
2022/04/10,19:03:03.6,茨城県沖,36°33.9′N,140°57.8′E,53 km,3.0,震度１
2022/04/10,18:43:16.4,茨城県沖,36°15.3′N,141°26.4′E,30 km,5.0,震度２
2022/04/10,17:30:23.8,福島県沖,37°18.2′N,141°49.0′E,39 km,4.8,震度３
2022/04/10,14:16:54.7,房総半島南方沖,34°02.9′N,140°16.0′E,52 km,3.9,震度１
2022/04/10,13:39:38.5,トカラ列島近海,29°17.0′N,129°11.8′E,12 km,2.0,震度１
2022/04/10,13:36:07.3,石川県能登地方,37°31.4′N,137°18.9′E,13 km,3.2,震度２
2022/04/10,13:14:49.4,十勝沖,42°09.4′N,143°27.3′E,44 km,3.6,震度１
2022/04/10,11:32:19.8,紀伊水道,33°50.5′N,134°57.8′E,12 km,3.0,震度１
2022/04/10,02:59:54.7,埼玉県南部,35°47.4′N,139°53.9′E,48 km,3.2,震度１
2022/04/09,22:56:14.3,石川県能登地方,37°30.9′N,137°16.7′E,13 km,2.3,震度１
2022/04/09,11:22:34.3,茨城県沖,36°36.9′N,141°00.8′E,45 km,3.4,震度１
2022/04/09,11:13:21.2,和歌山県南部,33°54.2′N,135°24.0′E,52 km,3.7,震度１
2022/04/09,02:48:12.2,石川県能登地方,37°30.7′N,137°16.5′E,13 km,2.8,震度２
2022/04/08,22:36:43.8,石川県能登地方,37°30.8′N,137°16.7′E,13 km,3.0,震度２
2022/04/08,22:29:00.7,石川県能登地方,37°30.7′N,137°16.7′E,13 km,3.3,震度２
2022/04/08,22:10:26.8,石川県能登地方,37°30.7′N,137°16.6′E,13 km,2.7,震度１
2022/04/08,22:04:57.5,石川県能登地方,37°30.6′N,137°16.9′E,13 km,4.2,震度４
2022/04/08,11:27:17.0,根室半島南東沖,42°55.6′N,146°02.8′E,22 km,4.1,震度２
2022/04/08,09:38:07.9,茨城県北部,36°46.7′N,140°34.1′E,9 km,2.9,震度１
2022/04/08,05:30:29.6,和歌山県南部,33°35.3′N,135°51.3′E,39 km,3.1,震度１
2022/04/08,00:18:25.6,新島・神津島近海,34°15.3′N,139°14.9′E,12 km,2.5,震度１
2022/04/07,22:26:07.0,トカラ列島近海,29°23.1′N,129°33.0′E,13 km,2.4,震度１
2022/04/07,16:46:01.7,福井県嶺北,35°57.0′N,136°44.7′E,6 km,3.1,震度２
2022/04/07,14:48:50.3,大阪府北部,34°51.5′N,135°36.6′E,7 km,3.3,震度２
2022/04/07,14:12:08.2,沖縄本島北西沖,26°46.2′N,126°19.3′E,28 km,4.6,震度２
2022/04/07,09:30:35.0,愛知県東部,34°53.7′N,137°29.9′E,11 km,4.7,震度４
2022/04/07,09:25:21.1,新島・神津島近海,34°15.4′N,139°15.3′E,11 km,2.6,震度１
2022/04/06,19:15:53.2,岐阜県飛騨地方,36°02.3′N,137°33.8′E,8 km,2.7,震度１
2022/04/06,17:14:20.6,和歌山県北部,34°00.9′N,135°12.9′E,6 km,3.6,震度４
2022/04/06,16:20:55.3,豊後水道,33°08.1′N,131°59.9′E,49 km,3.3,震度１
2022/04/06,15:18:35.2,宮城県沖,37°51.5′N,141°45.1′E,64 km,4.2,震度２
2022/04/06,12:12:11.1,沖縄本島北西沖,26°52.3′N,126°32.2′E,9 km,4.4,震度１
2022/04/06,12:10:47.3,沖縄本島北西沖,26°48.5′N,126°26.2′E,26 km,3.4,震度１
2022/04/06,04:55:56.7,奄美大島近海,28°20.3′N,129°31.8′E,39 km,3.0,震度１
2022/04/06,04:19:21.1,奄美大島近海,28°21.0′N,129°31.3′E,40 km,3.5,震度１
2022/04/06,00:03:53.9,福島県沖,37°48.0′N,141°34.9′E,53 km,5.2,震度４
2022/04/05,21:47:20.7,トカラ列島近海,29°21.8′N,129°34.1′E,13 km,2.1,震度１
2022/04/05,06:33:58.6,福島県沖,37°43.5′N,141°35.1′E,56 km,3.9,震度１
2022/04/05,05:10:38.4,秋田県内陸北部,39°57.0′N,140°36.2′E,4 km,2.6,震度１
2022/04/04,22:31:44.9,千葉県北西部,35°45.5′N,139°58.7′E,60 km,3.9,震度２
2022/04/04,22:29:54.0,千葉県北西部,35°44.9′N,139°58.3′E,62 km,4.6,震度３
2022/04/04,22:26:38.6,渡島地方北部,42°03.5′N,140°26.2′E,10 km,2.7,震度１
2022/04/04,19:44:41.5,沖縄本島北西沖,26°45.5′N,126°24.9′E,31 km,3.8,震度２
2022/04/04,19:29:03.9,福島県沖,37°20.6′N,141°34.5′E,44 km,5.4,震度４
2022/04/04,11:18:07.7,能登半島沖,37°31.3′N,137°13.0′E,13 km,3.7,震度２
2022/04/04,10:30:15.4,石川県能登地方,37°30.9′N,137°13.4′E,13 km,3.4,震度２
2022/04/04,10:28:07.7,能登半島沖,37°31.1′N,137°12.9′E,13 km,4.0,震度３
2022/04/04,10:26:24.5,能登半島沖,37°31.0′N,137°13.5′E,14 km,4.3,震度４
2022/04/04,03:45:05.1,宮城県南部,37°51.6′N,140°48.0′E,94 km,3.2,震度１
2022/04/04,00:20:33.7,父島近海,27°00.9′N,142°31.4′E,66 km,4.1,震度１
2022/04/03,21:06:23.6,茨城県沖,36°43.7′N,140°45.8′E,91 km,3.1,震度１
2022/04/03,19:23:04.6,父島近海,27°00.9′N,142°08.9′E,71 km,4.1,震度２
2022/04/03,18:58:33.7,大阪府北部,34°54.9′N,135°37.8′E,11 km,3.9,震度３
2022/04/03,18:25:57.7,沖縄本島北西沖,26°49.7′N,126°26.8′E,20 km,3.9,震度１
2022/04/03,18:00:17.5,沖縄本島北西沖,26°48.5′N,126°32.0′E,22 km,4.7,震度２
2022/04/03,15:21:34.6,東京都多摩東部,35°38.1′N,139°30.9′E,28 km,2.6,震度１
2022/04/03,14:38:01.3,福島県沖,37°51.7′N,141°37.1′E,49 km,3.9,震度１
2022/04/03,14:15:50.1,福島県沖,37°48.0′N,141°38.4′E,51 km,3.9,震度１
2022/04/03,09:31:11.7,福島県沖,37°41.3′N,141°34.8′E,55 km,4.0,震度１
2022/04/03,06:27:49.5,福島県沖,37°37.6′N,141°36.4′E,65 km,3.5,震度１
2022/04/03,05:16:54.5,宮城県沖,37°58.3′N,141°40.8′E,51 km,4.3,震度２
2022/04/02,20:26:21.2,父島近海,27°01.1′N,142°18.8′E,74 km,4.2,震度２
2022/04/02,20:16:43.1,日向灘,31°34.0′N,131°51.0′E,22 km,4.6,震度２
2022/04/02,18:33:51.8,福島県沖,37°49.9′N,141°43.2′E,63 km,4.0,震度１
2022/04/02,16:27:15.3,茨城県北部,36°27.6′N,140°34.7′E,56 km,4.4,震度４
2022/04/02,13:57:45.9,トカラ列島近海,29°19.5′N,129°23.6′E,15 km,2.9,震度１
2022/04/02,09:54:29.2,熊本県天草・芦北地方,32°15.5′N,130°34.3′E,8 km,1.9,震度１
2022/04/02,07:36:30.5,宮城県沖,38°55.1′N,141°56.2′E,51 km,3.9,震度２
2022/04/01,19:53:31.3,茨城県南部,35°58.9′N,140°33.9′E,36 km,2.9,震度１
2022/04/01,16:35:19.0,和歌山県北部,34°01.9′N,135°11.1′E,5 km,2.1,震度１
2022/04/01,16:29:42.8,根室地方北部,44°02.1′N,145°04.9′E,2 km,3.0,震度１
2022/04/01,15:21:01.0,西表島付近,24°35.7′N,123°42.0′E,9 km,3.4,震度２
2022/04/01,13:57:10.6,根室地方北部,44°02.0′N,145°04.9′E,2 km,3.0,震度２
2022/04/01,10:50:34.0,京都府南部,35°02.6′N,135°34.0′E,13 km,2.9,震度１
2022/04/01,03:19:35.2,千島列島,45°28.1′N,150°47.0′E,144 km,5.2,震度１
2022/04/01,02:54:39.3,福島県沖,37°44.3′N,141°36.3′E,56 km,3.7,震度１
2022/03/31,23:34:10.4,京都府南部,35°03.0′N,135°33.5′E,13 km,4.4,震度４
2022/03/31,20:52:13.6,東京湾,35°37.3′N,140°01.9′E,73 km,4.7,震度４
2022/03/31,15:52:03.9,栃木県北部,36°42.6′N,139°30.5′E,6 km,3.3,震度１
2022/03/31,08:40:35.6,沖縄本島北西沖,26°51.9′N,126°32.7′E,0 km,4.5,震度１
2022/03/30,21:31:08.9,福島県沖,37°51.0′N,141°43.6′E,62 km,3.9,震度１
2022/03/30,04:51:12.3,福島県沖,37°50.4′N,141°36.1′E,50 km,3.7,震度１
2022/03/30,03:39:20.6,茨城県沖,36°10.0′N,141°03.1′E,37 km,3.6,震度１
2022/03/30,03:01:38.5,沖縄本島北西沖,26°50.4′N,126°17.6′E,12 km,4.9,震度２
2022/03/30,02:36:44.1,沖縄本島北西沖,26°48.1′N,126°27.6′E,19 km,5.5,震度３
2022/03/30,01:00:45.7,宮城県沖,38°14.0′N,141°51.9′E,64 km,3.9,震度１
2022/03/30,00:44:18.6,天草灘,31°58.4′N,129°43.5′E,10 km,3.6,震度２
2022/03/30,00:18:16.0,岩手県沖,40°00.2′N,141°58.4′E,17 km,4.9,震度４
2022/03/29,23:04:06.9,紀伊水道,34°03.1′N,135°07.0′E,4 km,2.4,震度１
2022/03/29,21:50:08.9,奈良県,34°25.3′N,135°52.5′E,9 km,2.2,震度１
2022/03/29,14:05:45.1,宮城県沖,37°54.0′N,141°41.9′E,56 km,4.2,震度２
2022/03/29,01:36:30.5,福島県沖,37°45.5′N,141°35.5′E,55 km,4.5,震度３
2022/03/29,00:59:43.2,種子島近海,30°20.8′N,130°55.8′E,12 km,2.7,震度１
2022/03/28,18:14:56.1,鳥取県中部,35°21.5′N,133°52.2′E,10 km,2.6,震度１
2022/03/28,17:01:49.3,宮城県沖,38°15.1′N,141°47.1′E,57 km,3.7,震度１
2022/03/28,02:48:12.8,日高地方中部,42°31.8′N,142°31.8′E,23 km,4.2,震度２
2022/03/28,02:47:24.9,沖縄本島近海,26°00.2′N,126°47.5′E,61 km,3.5,震度１
2022/03/28,02:13:55.9,福島県沖,37°05.2′N,141°09.0′E,51 km,3.6,震度２
2022/03/27,22:54:09.0,福島県沖,37°49.1′N,141°35.9′E,54 km,4.7,震度３
2022/03/27,22:06:41.1,福島県沖,37°42.5′N,141°34.1′E,54 km,3.8,震度１
2022/03/27,20:12:07.7,福島県沖,37°28.7′N,141°35.1′E,46 km,4.2,震度２
2022/03/27,19:34:47.5,福島県沖,37°51.7′N,141°37.0′E,50 km,4.0,震度１
2022/03/27,16:15:12.0,石川県能登地方,37°30.8′N,137°13.2′E,13 km,3.0,震度１
2022/03/27,12:06:11.6,福島県沖,37°44.6′N,141°42.8′E,64 km,4.2,震度２
2022/03/27,09:34:03.9,福島県沖,37°42.5′N,141°34.3′E,56 km,4.0,震度１
2022/03/27,08:15:31.8,日高地方東部,42°19.1′N,143°03.6′E,53 km,5.1,震度４
2022/03/27,05:08:49.9,種子島近海,30°15.5′N,131°06.4′E,37 km,3.4,震度１
2022/03/27,00:38:52.7,沖縄本島北西沖,26°47.8′N,126°22.6′E,27 km,5.6,震度２
2022/03/26,16:55:54.1,岩手県内陸北部,40°11.4′N,141°06.9′E,11 km,2.7,震度１
2022/03/26,13:15:11.3,宮城県沖,38°53.4′N,142°01.0′E,47 km,3.9,震度２
2022/03/26,12:36:43.9,根室半島南東沖,43°23.8′N,146°07.1′E,84 km,4.2,震度２
2022/03/26,11:18:56.2,宮城県沖,38°33.3′N,142°02.3′E,41 km,3.9,震度１
2022/03/26,05:55:35.9,長野県北部,36°37.8′N,138°25.2′E,1 km,2.3,震度１
2022/03/26,02:32:22.6,十勝沖,42°25.9′N,143°51.9′E,86 km,4.0,震度１
2022/03/26,00:20:08.0,福島県沖,37°31.6′N,141°24.6′E,51 km,4.7,震度３
2022/03/26,00:02:14.0,福井県嶺北,35°55.7′N,136°04.5′E,11 km,2.5,震度１
2022/03/25,21:07:04.6,茨城県沖,36°15.4′N,141°08.9′E,34 km,3.6,震度１
2022/03/25,19:24:09.7,トカラ列島近海,29°23.1′N,129°31.6′E,17 km,不明,震度１
2022/03/25,17:18:11.9,根室半島南東沖,43°19.4′N,146°05.7′E,80 km,3.9,震度２
2022/03/25,15:33:51.4,福島県沖,37°45.7′N,141°33.9′E,51 km,4.0,震度２
2022/03/25,12:08:55.6,宮古島近海,24°55.3′N,124°34.2′E,74 km,4.3,震度２
2022/03/25,12:08:16.2,福島県沖,37°32.1′N,141°22.4′E,52 km,5.2,震度４
2022/03/25,10:01:12.1,国後島付近,43°36.1′N,145°28.8′E,132 km,4.0,震度２
2022/03/24,23:59:00.3,福島県沖,37°48.0′N,141°37.6′E,56 km,3.7,震度１
2022/03/24,23:01:58.8,宮城県沖,37°58.2′N,141°42.4′E,55 km,3.7,震度１
2022/03/24,21:57:23.2,薩摩半島西方沖,31°06.6′N,130°21.3′E,7 km,2.8,震度１
2022/03/24,21:08:31.5,宮城県沖,37°52.3′N,141°41.8′E,55 km,3.9,震度１
2022/03/24,19:31:00.0,福島県沖,37°45.6′N,141°37.7′E,51 km,3.8,震度１
2022/03/24,16:34:29.9,茨城県沖,36°49.5′N,141°08.7′E,46 km,3.7,震度１
2022/03/24,16:03:04.0,埼玉県北部,36°05.1′N,139°16.0′E,120 km,4.0,震度２
2022/03/24,13:42:31.6,新潟県上中越沖,37°12.3′N,138°10.6′E,10 km,2.0,震度１
2022/03/24,13:41:35.5,新潟県上中越沖,37°10.4′N,138°10.7′E,10 km,3.1,震度２
2022/03/24,13:11:54.1,福島県沖,37°51.0′N,141°37.7′E,50 km,4.3,震度２
2022/03/24,12:21:45.6,岐阜県飛騨地方,35°50.8′N,137°18.6′E,9 km,2.6,震度１
2022/03/24,11:48:22.2,福島県会津,37°44.6′N,139°57.7′E,4 km,3.5,震度２
2022/03/24,08:50:50.8,宮城県北部,38°52.2′N,141°34.9′E,75 km,4.1,震度３
2022/03/24,08:06:44.3,宮城県沖,37°58.5′N,141°46.0′E,57 km,4.3,震度２
2022/03/24,07:53:26.4,沖縄本島北西沖,26°48.4′N,126°18.9′E,17 km,5.3,震度２
2022/03/24,03:11:23.8,沖縄本島北西沖,26°49.6′N,126°31.1′E,7 km,5.2,震度２
2022/03/23,20:10:59.4,福島県沖,37°43.0′N,141°32.1′E,54 km,4.3,震度３
2022/03/23,19:46:10.2,福島県沖,37°51.5′N,141°44.6′E,59 km,4.0,震度１
2022/03/23,18:35:04.0,茨城県北部,36°37.9′N,140°38.9′E,7 km,2.3,震度１
2022/03/23,17:02:36.6,福島県沖,37°45.7′N,141°43.3′E,63 km,4.0,震度１
2022/03/23,13:37:21.9,沖縄本島北西沖,26°50.0′N,126°30.1′E,11 km,4.1,震度１
2022/03/23,13:35:30.1,沖縄本島北西沖,26°37.5′N,126°20.1′E,37 km,3.9,震度１
2022/03/23,13:09:03.4,福島県沖,37°47.0′N,141°36.7′E,55 km,4.5,震度３
2022/03/23,11:11:00.7,福島県沖,37°41.1′N,141°35.1′E,55 km,4.1,震度１
2022/03/23,09:59:04.6,石川県能登地方,37°30.5′N,137°18.2′E,13 km,2.4,震度１
2022/03/23,09:23:56.5,石川県能登地方,37°30.9′N,137°17.9′E,14 km,4.3,震度４
2022/03/23,08:13:37.5,沖縄本島北西沖,26°51.4′N,126°28.3′E,12 km,3.2,震度１
2022/03/23,05:36:46.2,石川県能登地方,37°30.8′N,137°15.0′E,14 km,3.3,震度２
2022/03/23,02:41:38.9,台湾付近,23°23.9′N,121°29.5′E,44 km,6.6,震度２
2022/03/22,22:52:35.6,宮城県沖,37°53.9′N,141°42.4′E,59 km,3.8,震度１
2022/03/22,19:22:21.7,福島県沖,37°47.6′N,141°38.5′E,54 km,3.5,震度１
2022/03/22,18:28:49.5,宮城県沖,38°11.7′N,141°42.3′E,51 km,3.7,震度１
2022/03/22,18:25:54.2,北海道東方沖,43°26.5′N,146°50.7′E,52 km,4.1,震度１
2022/03/22,15:07:59.9,宮城県沖,37°51.1′N,141°46.7′E,60 km,3.7,震度１
2022/03/22,13:02:28.5,福島県沖,37°46.4′N,141°36.3′E,54 km,3.7,震度１
2022/03/22,08:12:16.5,福島県沖,37°46.2′N,141°37.3′E,52 km,3.8,震度１
2022/03/22,05:12:19.9,日高地方東部,42°21.2′N,142°59.2′E,54 km,3.7,震度１
2022/03/21,22:21:19.9,宮城県沖,37°53.5′N,141°41.9′E,56 km,4.0,震度１
2022/03/21,17:00:31.3,福島県沖,37°42.3′N,141°39.8′E,81 km,3.8,震度１
2022/03/21,14:22:19.1,福島県沖,37°49.1′N,141°37.4′E,58 km,3.8,震度１
2022/03/21,13:33:35.0,鳥取県西部,35°13.7′N,133°14.8′E,6 km,3.1,震度２
2022/03/21,10:54:21.4,宮城県沖,37°56.9′N,141°44.4′E,56 km,4.1,震度１
2022/03/21,10:43:34.0,福島県沖,37°46.0′N,141°33.7′E,52 km,3.9,震度２
2022/03/21,09:09:58.8,福島県沖,37°52.5′N,141°37.6′E,50 km,4.0,震度１
2022/03/21,09:06:54.5,福島県沖,37°47.2′N,141°36.9′E,56 km,4.0,震度２
2022/03/21,08:44:01.2,福島県沖,37°50.2′N,141°37.6′E,54 km,4.3,震度２
2022/03/21,05:59:48.8,福島県沖,37°42.7′N,141°33.7′E,54 km,3.6,震度１
2022/03/20,22:16:39.5,福島県沖,37°41.3′N,141°32.0′E,55 km,3.9,震度２
2022/03/20,22:13:19.8,宮城県沖,37°53.9′N,141°43.2′E,59 km,4.1,震度２
2022/03/20,19:23:07.4,福島県沖,37°50.7′N,141°37.2′E,49 km,4.0,震度１
2022/03/20,15:35:52.4,宮城県沖,37°53.1′N,141°45.9′E,59 km,3.8,震度１
2022/03/20,14:46:33.5,宮城県沖,37°54.5′N,141°41.6′E,55 km,4.0,震度２
2022/03/20,13:05:17.1,根室半島南東沖,42°52.0′N,145°39.1′E,29 km,3.8,震度１
2022/03/20,11:38:03.0,福島県沖,37°47.4′N,141°36.7′E,54 km,3.9,震度１
2022/03/20,10:11:37.7,岩手県沖,39°57.4′N,142°23.7′E,38 km,3.7,震度１
2022/03/20,08:26:42.4,福島県沖,37°49.0′N,141°36.4′E,50 km,3.8,震度１
2022/03/20,07:00:56.0,日向灘,32°43.2′N,132°03.5′E,38 km,3.4,震度１
2022/03/20,06:15:06.0,福島県沖,37°41.9′N,141°35.9′E,58 km,3.9,震度１
2022/03/20,05:20:05.5,福島県沖,37°51.4′N,141°37.2′E,50 km,3.8,震度１
2022/03/20,05:17:01.4,沖縄本島北西沖,26°47.4′N,126°20.6′E,28 km,4.7,震度１
2022/03/20,03:32:53.1,石川県能登地方,37°30.9′N,137°12.8′E,13 km,3.1,震度１
2022/03/19,22:41:20.1,紀伊水道,34°12.5′N,135°07.0′E,7 km,3.2,震度２
2022/03/19,22:29:24.8,沖縄本島北西沖,26°45.9′N,126°24.3′E,32 km,4.4,震度１
2022/03/19,21:37:35.3,新潟県中越地方,37°16.1′N,138°47.0′E,19 km,2.8,震度１
2022/03/19,21:08:47.3,福島県沖,37°27.6′N,141°32.8′E,46 km,3.7,震度１
2022/03/19,21:07:31.4,宮城県沖,37°55.3′N,141°47.8′E,59 km,4.1,震度１
2022/03/19,16:25:19.5,福島県沖,37°42.5′N,141°33.5′E,54 km,3.6,震度１
2022/03/19,14:11:39.0,福島県沖,37°30.7′N,141°27.7′E,47 km,3.5,震度１
2022/03/19,10:27:35.4,紀伊水道,34°12.5′N,135°06.8′E,6 km,2.8,震度１
2022/03/19,10:23:57.4,紀伊水道,34°12.5′N,135°07.2′E,6 km,2.6,震度１
2022/03/19,10:17:40.3,福島県沖,37°42.1′N,141°34.8′E,54 km,4.2,震度２
2022/03/19,09:48:59.9,紀伊水道,34°12.5′N,135°06.7′E,7 km,3.6,震度２
2022/03/19,08:15:11.2,宮城県沖,37°53.8′N,141°38.9′E,50 km,3.7,震度１
2022/03/19,04:04:20.2,石垣島北西沖,25°34.0′N,123°57.3′E,171 km,5.9,震度３
2022/03/19,00:57:48.7,福島県沖,37°44.1′N,141°42.8′E,58 km,5.0,震度３
2022/03/18,23:25:16.3,岩手県沖,39°59.4′N,142°00.2′E,18 km,5.6,震度５強
2022/03/18,22:04:50.9,宮城県沖,37°54.6′N,141°42.8′E,57 km,4.4,震度３
2022/03/18,21:12:07.5,福島県沖,37°44.9′N,141°33.9′E,52 km,4.1,震度２
2022/03/18,17:20:44.0,茨城県沖,36°24.7′N,141°03.6′E,40 km,3.5,震度１
2022/03/18,15:02:49.1,福島県沖,37°47.8′N,141°35.4′E,56 km,4.0,震度２
