地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2022/03/18,09:49:29.5,福島県沖,37°47.1′N,141°36.6′E,56 km,3.8,震度１
2022/03/18,08:09:20.0,福島県沖,37°41.1′N,141°32.6′E,53 km,3.6,震度１
2022/03/18,08:08:58.9,秋田県内陸南部,39°34.3′N,140°30.5′E,6 km,2.7,震度１
2022/03/18,07:55:29.5,福島県沖,37°51.5′N,141°40.4′E,56 km,3.8,震度１
2022/03/18,07:26:44.7,秋田県内陸南部,39°34.5′N,140°30.3′E,7 km,3.3,震度２
2022/03/18,06:55:03.8,福島県沖,37°49.3′N,141°37.2′E,55 km,3.8,震度１
2022/03/18,04:56:53.8,宮城県沖,38°00.6′N,141°44.2′E,56 km,3.9,震度１
2022/03/18,04:25:51.8,宮城県沖,37°54.1′N,141°44.6′E,55 km,3.9,震度１
2022/03/18,03:31:38.6,福島県沖,37°46.7′N,141°36.3′E,55 km,3.7,震度１
2022/03/18,00:23:24.3,福島県沖,37°49.1′N,141°36.4′E,50 km,3.9,震度１
2022/03/17,21:52:25.8,沖縄本島北西沖,26°50.4′N,126°25.6′E,24 km,4.9,震度２
2022/03/17,21:30:16.7,宮城県沖,37°58.3′N,141°47.4′E,61 km,4.6,震度３
2022/03/17,21:21:30.3,沖縄本島北西沖,26°47.4′N,126°22.6′E,17 km,3.7,震度１
2022/03/17,20:33:35.8,沖縄本島北西沖,26°50.3′N,126°17.6′E,19 km,5.9,震度２
2022/03/17,20:15:52.4,福島県中通り,37°03.6′N,140°34.2′E,5 km,2.8,震度１
2022/03/17,19:58:23.8,福島県沖,37°42.4′N,141°37.1′E,59 km,3.9,震度１
2022/03/17,19:43:12.2,福島県沖,37°46.2′N,141°42.8′E,57 km,4.7,震度３
2022/03/17,19:22:16.4,福島県沖,37°41.5′N,141°39.5′E,58 km,3.9,震度１
2022/03/17,18:45:09.5,釧路沖,42°59.7′N,145°02.1′E,61 km,3.6,震度２
2022/03/17,17:36:40.8,石川県能登地方,37°30.9′N,137°18.2′E,13 km,2.7,震度１
2022/03/17,16:47:05.5,福島県沖,37°41.0′N,141°35.3′E,55 km,4.1,震度１
2022/03/17,14:06:21.3,石垣島北西沖,25°49.1′N,123°51.5′E,179 km,5.3,震度２
2022/03/17,13:53:05.2,福島県沖,37°48.5′N,141°39.1′E,55 km,3.9,震度２
2022/03/17,13:44:58.9,宮城県沖,37°52.7′N,141°41.9′E,57 km,3.7,震度１
2022/03/17,13:17:29.3,福島県沖,37°45.4′N,141°43.4′E,63 km,3.8,震度１
2022/03/17,10:24:30.3,宮城県沖,37°54.7′N,141°41.7′E,55 km,3.8,震度１
2022/03/17,09:30:24.8,福島県沖,37°49.7′N,141°36.6′E,50 km,3.7,震度１
2022/03/17,09:25:48.8,宮城県沖,37°58.1′N,141°41.2′E,51 km,3.8,震度１
2022/03/17,08:40:16.0,福島県沖,37°50.8′N,141°41.4′E,57 km,3.9,震度１
2022/03/17,08:26:09.5,福島県沖,37°37.8′N,141°37.5′E,64 km,3.9,震度１
2022/03/17,08:00:10.0,宮城県沖,37°51.1′N,141°46.2′E,60 km,4.1,震度１
2022/03/17,06:03:59.2,福島県沖,37°49.9′N,141°37.5′E,51 km,4.0,震度２
2022/03/17,05:59:33.0,福井県嶺北,35°44.2′N,136°18.9′E,11 km,2.9,震度１
2022/03/17,05:56:14.7,高知県中部,33°27.8′N,133°26.6′E,7 km,1.9,震度１
2022/03/17,05:22:49.8,宮城県沖,37°56.0′N,141°42.5′E,55 km,3.7,震度１
2022/03/17,05:03:33.2,島根県西部,34°45.6′N,132°00.3′E,13 km,2.8,震度１
2022/03/17,03:05:48.1,福島県沖,37°44.7′N,141°33.5′E,52 km,4.1,震度２
2022/03/17,03:02:00.1,福島県沖,37°45.9′N,141°34.4′E,53 km,3.8,震度１
2022/03/17,02:39:08.8,福島県沖,37°41.2′N,141°36.3′E,59 km,3.9,震度１
2022/03/17,02:28:52.6,福島県沖,37°48.8′N,141°45.5′E,66 km,4.5,震度２
2022/03/17,02:17:40.6,福島県沖,37°47.7′N,141°43.8′E,61 km,4.2,震度２
2022/03/17,02:05:50.9,福島県沖,37°47.0′N,141°35.7′E,54 km,4.1,震度２
2022/03/17,01:57:24.5,福島県沖,37°50.4′N,141°42.1′E,57 km,3.7,震度１
2022/03/17,01:55:14.8,福島県沖,37°46.9′N,141°34.2′E,52 km,3.8,震度１
2022/03/17,01:53:02.4,福島県沖,37°47.6′N,141°38.1′E,51 km,3.6,震度１
2022/03/17,01:45:39.6,福島県沖,37°41.2′N,141°31.7′E,54 km,3.6,震度１
2022/03/17,01:14:29.1,宮城県沖,37°51.0′N,141°46.5′E,61 km,4.4,震度２
2022/03/17,01:06:46.5,宮城県沖,37°54.4′N,141°41.4′E,55 km,4.0,震度１
2022/03/17,00:57:24.8,福島県沖,37°43.6′N,141°32.5′E,53 km,4.2,震度２
2022/03/17,00:56:02.6,岩手県沖,40°00.5′N,142°15.5′E,49 km,3.5,震度１
2022/03/17,00:54:57.4,福島県沖,37°42.7′N,141°44.5′E,66 km,4.1,震度１
2022/03/17,00:54:03.1,福島県沖,37°48.3′N,141°42.2′E,53 km,4.3,震度２
2022/03/17,00:52:29.8,福島県沖,37°47.6′N,141°42.8′E,57 km,5.5,震度４
2022/03/17,00:48:40.1,福島県沖,37°52.6′N,141°38.1′E,48 km,3.6,震度１
2022/03/17,00:33:03.6,福島県沖,37°45.9′N,141°35.3′E,54 km,4.0,震度１
2022/03/17,00:30:21.7,福島県沖,37°43.6′N,141°37.3′E,58 km,4.1,震度２
2022/03/17,00:27:59.0,福島県沖,37°44.5′N,141°33.3′E,51 km,3.8,震度１
2022/03/17,00:13:04.8,福島県沖,37°46.1′N,141°35.5′E,54 km,4.0,震度１
2022/03/17,00:09:56.9,福島県沖,37°44.4′N,141°45.2′E,64 km,4.3,震度２
2022/03/17,00:01:24.9,福島県沖,37°44.3′N,141°44.0′E,64 km,4.1,震度１
2022/03/16,23:51:26.2,宮城県沖,38°01.7′N,141°50.7′E,53 km,4.0,震度１
2022/03/16,23:49:33.3,宮城県沖,37°52.3′N,141°42.1′E,59 km,3.6,震度１
2022/03/16,23:48:17.9,福島県沖,37°47.1′N,141°39.1′E,54 km,4.2,震度２
2022/03/16,23:47:50.9,宮城県沖,37°53.7′N,141°40.3′E,51 km,3.9,震度１
2022/03/16,23:45:56.8,福島県沖,37°49.5′N,141°42.8′E,60 km,4.8,震度３
2022/03/16,23:43:45.8,福島県沖,37°51.3′N,141°43.4′E,63 km,4.7,震度３
2022/03/16,23:36:32.6,福島県沖,37°41.8′N,141°37.3′E,57 km,7.4,震度６強
2022/03/16,23:34:27.0,福島県沖,37°40.8′N,141°36.3′E,57 km,6.1,震度５弱
2022/03/16,11:25:09.6,島根県西部,35°10.3′N,132°39.3′E,8 km,3.1,震度１
2022/03/15,23:00:27.5,紀伊水道,34°13.3′N,135°07.9′E,6 km,2.2,震度１
2022/03/15,19:55:46.4,釧路沖,43°00.6′N,145°07.7′E,79 km,3.7,震度２
2022/03/15,18:21:42.8,宮城県北部,38°53.6′N,140°48.3′E,5 km,2.9,震度１
2022/03/15,15:40:15.8,沖縄本島北西沖,26°44.6′N,126°21.7′E,33 km,4.6,震度１
2022/03/15,15:02:37.3,山口県北西沖,34°35.2′N,131°21.3′E,15 km,3.0,震度１
2022/03/15,03:07:59.3,岐阜県飛騨地方,36°20.5′N,137°37.5′E,2 km,2.3,震度１
2022/03/14,16:26:49.7,神奈川県西部,35°24.4′N,139°12.6′E,24 km,2.7,震度１
2022/03/14,15:15:54.7,上川地方中部,43°36.1′N,142°29.8′E,7 km,1.5,震度１
2022/03/14,14:13:45.0,三重県中部,34°25.2′N,136°21.7′E,7 km,2.9,震度１
2022/03/14,13:28:37.1,茨城県北部,36°42.1′N,140°34.8′E,10 km,2.5,震度１
2022/03/14,02:09:57.6,茨城県北部,36°47.9′N,140°32.4′E,8 km,3.1,震度１
2022/03/14,01:01:30.6,苫小牧沖,41°39.0′N,141°23.6′E,96 km,3.1,震度１
2022/03/13,21:06:34.7,京都府南部,35°11.1′N,135°46.2′E,11 km,3.0,震度１
2022/03/13,12:38:17.3,和歌山県北部,34°01.2′N,135°16.3′E,5 km,3.3,震度２
2022/03/13,09:27:54.9,父島近海,27°01.8′N,142°23.0′E,6 km,不明,震度１
2022/03/13,08:20:47.2,沖縄本島北西沖,26°47.9′N,126°23.4′E,27 km,4.3,震度２
2022/03/13,08:00:49.0,石川県能登地方,37°30.9′N,137°18.0′E,13 km,2.8,震度１
2022/03/13,07:12:38.0,福島県沖,37°35.5′N,141°29.7′E,53 km,3.7,震度１
2022/03/13,03:18:13.8,北海道東方沖,43°26.7′N,146°53.4′E,49 km,4.1,震度１
2022/03/12,20:10:09.0,石川県能登地方,37°30.9′N,137°18.0′E,14 km,2.7,震度１
2022/03/12,19:50:34.8,石川県能登地方,37°30.9′N,137°18.3′E,14 km,3.4,震度２
2022/03/12,19:00:46.8,石川県能登地方,37°31.1′N,137°18.2′E,14 km,3.3,震度２
2022/03/12,17:50:11.3,青森県東方沖,41°14.8′N,142°09.6′E,53 km,3.8,震度１
2022/03/12,17:36:20.1,愛知県西部,35°18.5′N,136°54.8′E,8 km,2.5,震度１
2022/03/12,09:20:04.8,神奈川県西部,35°26.9′N,139°00.6′E,20 km,3.2,震度２
2022/03/12,01:01:26.5,神奈川県西部,35°26.8′N,139°00.5′E,21 km,3.5,震度２
2022/03/11,22:13:25.3,石川県加賀地方,36°22.8′N,136°38.9′E,8 km,2.2,震度１
2022/03/11,18:14:31.4,兵庫県南東部,35°11.5′N,135°06.2′E,14 km,3.5,震度２
2022/03/11,17:59:31.1,兵庫県南東部,35°11.4′N,135°06.0′E,15 km,4.1,震度３
2022/03/11,15:46:19.3,釧路地方中南部,43°16.1′N,144°50.2′E,84 km,3.3,震度１
2022/03/11,03:43:33.5,鹿児島県大隅地方,31°37.8′N,130°57.5′E,7 km,2.2,震度１
2022/03/11,03:13:51.2,石川県能登地方,37°30.4′N,137°17.8′E,13 km,3.3,震度２
2022/03/11,02:30:28.4,石川県能登地方,37°30.5′N,137°17.8′E,13 km,2.6,震度１
2022/03/10,23:12:36.6,茨城県南部,36°05.2′N,139°53.3′E,48 km,4.1,震度２
2022/03/10,19:34:57.5,福島県会津,37°44.6′N,139°57.7′E,4 km,2.9,震度１
2022/03/10,19:32:07.8,石川県能登地方,37°30.2′N,137°17.9′E,13 km,3.7,震度３
2022/03/10,18:36:51.5,釧路沖,42°41.4′N,144°53.7′E,84 km,3.7,震度１
2022/03/10,17:24:12.7,石川県能登地方,37°30.3′N,137°17.8′E,13 km,3.6,震度３
2022/03/10,02:10:40.2,石川県能登地方,37°30.8′N,137°14.5′E,13 km,3.1,震度１
2022/03/09,20:02:16.4,熊本県熊本地方,32°41.9′N,130°42.9′E,18 km,3.1,震度１
2022/03/09,19:39:16.4,三重県南東沖,33°19.2′N,137°59.6′E,340 km,3.5,震度１
2022/03/09,15:52:21.2,八丈島東方沖,33°27.2′N,140°49.6′E,56 km,4.4,震度１
2022/03/09,14:48:34.8,上川地方中部,43°36.0′N,142°29.8′E,10 km,2.2,震度２
2022/03/09,08:31:11.7,山口県中部,34°11.0′N,131°43.9′E,11 km,3.6,震度１
2022/03/09,00:48:32.4,有明海,32°54.6′N,130°27.5′E,13 km,2.6,震度１
2022/03/08,18:50:50.3,神奈川県東部,35°36.1′N,139°28.2′E,27 km,2.6,震度１
2022/03/08,05:02:02.9,山口県中部,34°11.1′N,131°43.8′E,11 km,3.2,震度１
2022/03/08,04:01:47.8,福島県沖,37°38.5′N,141°35.1′E,52 km,4.0,震度２
2022/03/08,02:00:07.4,石川県能登地方,37°30.8′N,137°14.2′E,13 km,3.6,震度２
2022/03/08,01:58:50.3,能登半島沖,37°31.4′N,137°14.2′E,14 km,4.8,震度４
2022/03/08,01:25:10.1,千葉県南部,35°17.7′N,140°04.3′E,70 km,3.4,震度１
2022/03/08,01:06:27.3,石川県能登地方,37°27.5′N,137°15.4′E,11 km,3.9,震度３
2022/03/07,19:09:23.4,十勝沖,42°07.0′N,144°27.4′E,7 km,4.8,震度１
2022/03/07,16:36:07.3,石川県能登地方,37°27.5′N,137°15.4′E,10 km,3.4,震度２
2022/03/07,10:34:12.8,宮城県沖,37°56.5′N,142°15.6′E,32 km,4.4,震度１
2022/03/07,02:01:23.8,秋田県内陸南部,39°34.8′N,140°30.5′E,7 km,3.5,震度２
2022/03/07,01:24:34.7,宮城県沖,38°55.3′N,141°55.9′E,51 km,3.7,震度２
2022/03/06,19:03:26.0,宮城県沖,38°32.2′N,141°43.8′E,53 km,3.6,震度１
2022/03/06,13:56:20.5,宮城県沖,38°48.6′N,141°58.7′E,55 km,3.5,震度１
2022/03/06,10:50:54.9,茨城県北部,36°33.5′N,140°28.1′E,90 km,3.1,震度１
2022/03/06,10:13:32.9,奄美大島近海,27°59.9′N,130°14.9′E,35 km,5.1,震度３
2022/03/06,02:53:34.1,沖縄本島近海,27°15.5′N,128°24.5′E,47 km,3.4,震度１
2022/03/05,21:31:00.5,三重県中部,34°25.2′N,136°21.7′E,7 km,2.7,震度１
2022/03/05,10:28:03.9,茨城県沖,36°33.3′N,141°10.3′E,42 km,3.8,震度１
2022/03/05,07:29:46.8,三陸沖,39°33.6′N,143°39.7′E,13 km,5.2,震度１
2022/03/04,19:56:44.2,和歌山県北部,33°55.6′N,135°17.3′E,8 km,2.9,震度１
2022/03/04,16:01:32.2,石川県能登地方,37°31.3′N,137°18.8′E,12 km,2.8,震度１
2022/03/03,22:28:53.0,福岡県北西沖,33°41.8′N,130°16.0′E,12 km,3.1,震度１
2022/03/03,22:03:40.3,石川県能登地方,37°31.3′N,137°18.7′E,13 km,3.0,震度１
2022/03/03,18:39:33.4,熊本県天草・芦北地方,32°13.4′N,130°20.2′E,12 km,2.7,震度１
2022/03/03,08:53:53.3,日向灘,32°42.3′N,132°01.4′E,37 km,3.6,震度２
2022/03/03,04:30:48.0,沖縄本島北西沖,26°52.6′N,126°25.3′E,20 km,3.8,震度１
2022/03/02,10:30:47.3,石川県能登地方,37°31.4′N,137°17.2′E,13 km,3.1,震度１
2022/03/02,09:08:02.8,茨城県南部,36°04.5′N,139°52.3′E,45 km,3.5,震度２
2022/03/02,05:48:18.2,長野県中部,36°16.2′N,138°20.0′E,7 km,2.2,震度１
2022/03/01,19:54:08.4,岐阜県美濃中西部,35°17.5′N,136°30.1′E,6 km,2.5,震度２
2022/03/01,07:04:41.8,北海道東方沖,43°37.8′N,147°48.0′E,57 km,5.1,震度１
2022/02/28,23:36:11.4,長野県中部,36°16.4′N,138°20.1′E,7 km,2.3,震度１
2022/02/28,13:03:01.0,沖縄本島北西沖,26°43.3′N,126°22.0′E,20 km,3.6,震度１
2022/02/28,08:08:01.4,福島県沖,37°41.4′N,141°35.1′E,49 km,4.1,震度１
2022/02/28,01:50:02.3,沖縄本島近海,26°55.8′N,128°29.4′E,46 km,4.1,震度２
2022/02/27,21:17:17.2,根室半島南東沖,42°50.6′N,146°32.5′E,20 km,4.3,震度１
2022/02/27,20:11:07.8,根室半島南東沖,42°49.8′N,146°31.1′E,20 km,4.5,震度１
2022/02/27,13:39:25.6,石川県能登地方,37°27.9′N,137°11.2′E,12 km,2.9,震度１
2022/02/27,10:20:26.2,父島近海,26°57.4′N,142°40.2′E,56 km,不明,震度１
2022/02/26,17:33:23.0,福島県沖,37°39.4′N,141°38.8′E,56 km,3.8,震度１
2022/02/26,17:08:57.9,岐阜県美濃中西部,35°47.8′N,136°50.0′E,10 km,2.6,震度１
2022/02/26,14:49:50.5,岩手県沖,39°15.9′N,142°27.1′E,41 km,4.8,震度２
2022/02/26,13:12:47.8,岐阜県飛騨地方,36°21.7′N,137°37.5′E,0 km,2.6,震度１
2022/02/26,13:07:05.7,岐阜県飛騨地方,36°21.8′N,137°37.5′E,0 km,3.1,震度２
2022/02/26,10:35:06.3,紀伊水道,33°57.5′N,134°47.9′E,43 km,3.5,震度１
2022/02/26,08:32:02.5,福島県沖,37°30.7′N,141°24.0′E,49 km,4.5,震度３
2022/02/26,04:34:37.4,沖縄本島近海,26°23.8′N,127°43.2′E,17 km,3.0,震度１
2022/02/25,20:10:28.2,択捉島南東沖,44°03.9′N,147°54.3′E,0 km,4.8,震度１
2022/02/25,17:50:52.8,沖縄本島北西沖,26°48.6′N,126°22.0′E,29 km,5.4,震度２
2022/02/25,08:46:41.4,宮城県沖,38°28.3′N,142°01.4′E,43 km,4.3,震度２
2022/02/24,19:50:01.5,橘湾,32°47.0′N,130°06.0′E,7 km,3.0,震度２
2022/02/24,14:18:49.4,宮城県沖,37°54.6′N,141°56.8′E,44 km,4.2,震度２
2022/02/24,06:04:11.5,茨城県沖,36°14.4′N,140°55.7′E,43 km,3.7,震度１
2022/02/24,05:05:44.8,和歌山県南部,33°53.1′N,135°50.9′E,16 km,3.4,震度２
2022/02/24,05:02:48.7,沖縄本島北西沖,26°48.5′N,126°28.3′E,27 km,3.6,震度１
2022/02/24,04:53:14.9,沖縄本島北西沖,26°51.4′N,126°22.9′E,29 km,4.9,震度２
2022/02/23,21:02:13.2,青森県東方沖,40°39.6′N,141°55.6′E,64 km,3.3,震度１
2022/02/23,19:16:28.9,岩手県沿岸北部,39°45.5′N,141°49.9′E,58 km,3.5,震度１
2022/02/23,17:25:21.3,釧路沖,42°57.9′N,145°25.9′E,46 km,3.9,震度２
2022/02/23,14:17:42.8,石川県能登地方,37°30.0′N,137°13.4′E,11 km,3.0,震度１
2022/02/23,00:46:08.7,鹿児島県大隅地方,31°37.8′N,130°57.8′E,7 km,3.1,震度２
2022/02/23,00:02:47.7,鹿児島県薩摩地方,31°58.6′N,130°31.6′E,6 km,2.9,震度１
2022/02/22,21:23:50.0,浦河沖,42°15.8′N,142°31.9′E,72 km,3.5,震度１
2022/02/22,19:55:20.2,石川県能登地方,37°28.0′N,137°11.4′E,12 km,3.0,震度１
2022/02/22,18:34:06.4,千葉県東方沖,35°39.6′N,140°57.6′E,19 km,2.7,震度１
2022/02/22,11:05:17.9,福島県沖,37°42.6′N,141°39.7′E,54 km,4.0,震度１
2022/02/22,05:52:31.2,沖縄本島北西沖,26°51.0′N,126°20.3′E,17 km,5.8,震度２
2022/02/22,04:28:15.2,福島県沖,37°42.3′N,141°39.7′E,54 km,3.9,震度１
2022/02/22,01:56:35.0,根室地方南部,43°13.7′N,145°22.5′E,100 km,3.9,震度２
2022/02/22,00:36:50.9,トカラ列島近海,29°22.1′N,129°03.9′E,15 km,3.5,震度１
2022/02/21,11:38:56.2,茨城県沖,35°53.6′N,140°49.8′E,41 km,3.6,震度１
2022/02/21,11:24:31.3,奄美大島近海,28°46.1′N,130°02.7′E,36 km,4.7,震度２
2022/02/21,11:13:18.7,宮城県沖,38°38.4′N,141°54.2′E,47 km,3.6,震度１
2022/02/21,10:12:50.9,茨城県沖,36°13.9′N,140°59.3′E,43 km,4.4,震度３
2022/02/21,07:11:38.6,遠州灘,34°04.5′N,137°20.7′E,356 km,5.0,震度２
2022/02/20,12:15:19.3,トカラ列島近海,29°16.7′N,129°12.7′E,11 km,2.3,震度１
2022/02/20,11:49:18.6,トカラ列島近海,29°16.1′N,129°15.6′E,8 km,1.9,震度１
2022/02/20,11:39:51.9,トカラ列島近海,29°14.7′N,129°15.5′E,9 km,2.5,震度２
2022/02/20,11:33:25.9,トカラ列島近海,29°14.3′N,129°14.7′E,16 km,2.7,震度２
2022/02/20,11:31:00.5,トカラ列島近海,29°18.9′N,129°13.1′E,3 km,2.4,震度１
2022/02/20,11:30:27.0,トカラ列島近海,29°16.7′N,129°06.6′E,12 km,3.2,震度３
2022/02/20,11:29:10.8,トカラ列島近海,29°16.5′N,129°07.7′E,11 km,2.3,震度２
2022/02/20,11:26:29.4,トカラ列島近海,29°17.4′N,129°11.2′E,7 km,2.0,震度１
2022/02/19,20:56:41.8,奄美大島近海,28°46.6′N,130°02.0′E,33 km,3.6,震度１
2022/02/19,13:17:09.9,茨城県南部,36°11.4′N,140°03.1′E,71 km,3.0,震度１
2022/02/19,10:11:39.1,栃木県南部,36°22.6′N,139°28.6′E,84 km,3.3,震度１
2022/02/19,07:43:54.9,福島県沖,37°08.0′N,141°03.9′E,54 km,3.6,震度２
2022/02/19,02:34:30.9,種子島近海,30°43.6′N,131°10.9′E,33 km,3.9,震度２
2022/02/19,01:12:37.6,沖縄本島近海,26°36.2′N,127°56.2′E,38 km,3.4,震度２
2022/02/18,11:55:06.3,宮城県沖,38°10.4′N,141°42.8′E,52 km,5.3,震度４
2022/02/17,22:15:42.9,宮古島近海,25°01.0′N,125°36.8′E,54 km,4.3,震度２
2022/02/17,18:17:44.7,浦河沖,42°02.5′N,142°32.2′E,57 km,5.0,震度３
2022/02/17,15:31:49.1,東京湾,35°32.8′N,139°57.7′E,81 km,3.2,震度１
2022/02/17,12:40:07.5,茨城県北部,36°48.8′N,140°35.0′E,7 km,3.2,震度１
2022/02/17,08:16:07.6,日向灘,32°41.7′N,132°02.8′E,41 km,3.5,震度１
2022/02/17,08:05:17.7,和歌山県北部,34°09.9′N,135°11.3′E,4 km,2.4,震度１
2022/02/17,00:23:01.3,与那国島近海,24°22.6′N,122°58.8′E,49 km,3.5,震度１
2022/02/16,02:58:10.9,福島県沖,37°46.1′N,141°58.2′E,36 km,4.3,震度２
2022/02/15,22:59:15.4,トカラ列島近海,29°22.3′N,129°32.6′E,13 km,3.1,震度２
2022/02/15,04:17:40.6,奄美大島北東沖,28°51.4′N,130°09.7′E,54 km,4.3,震度２
2022/02/15,02:34:48.5,茨城県沖,36°40.4′N,141°00.3′E,46 km,3.3,震度１
2022/02/14,22:37:49.4,千葉県北東部,35°54.4′N,140°32.7′E,46 km,4.4,震度２
2022/02/14,17:10:47.6,若狭湾,35°37.9′N,135°42.8′E,10 km,3.1,震度１
2022/02/14,13:09:46.9,日向灘,32°39.0′N,131°59.9′E,35 km,3.5,震度２
2022/02/14,11:48:19.4,宮古島近海,24°10.7′N,125°19.6′E,54 km,4.2,震度１
2022/02/14,05:26:38.1,熊本県熊本地方,32°46.3′N,130°44.3′E,10 km,2.2,震度１
2022/02/14,04:03:33.5,鹿児島県大隅地方,31°37.8′N,130°57.9′E,7 km,3.4,震度２
2022/02/13,20:53:09.1,釧路沖,42°21.6′N,144°32.7′E,23 km,4.2,震度１
2022/02/13,17:34:58.6,宮城県沖,38°35.2′N,142°02.5′E,51 km,3.8,震度１
2022/02/13,16:15:01.6,トカラ列島近海,29°25.8′N,129°38.6′E,7 km,2.1,震度２
2022/02/13,15:50:33.5,十勝沖,42°22.6′N,144°03.9′E,61 km,4.6,震度３
2022/02/13,11:09:13.0,福島県会津,37°46.2′N,140°03.4′E,6 km,3.2,震度１
2022/02/13,10:28:35.5,根室半島南東沖,43°11.9′N,145°59.6′E,44 km,3.5,震度１
2022/02/13,10:14:32.9,トカラ列島近海,29°21.5′N,129°36.0′E,21 km,2.3,震度１
2022/02/13,10:05:57.5,福島県浜通り,37°10.1′N,140°54.9′E,92 km,3.7,震度１
2022/02/13,06:00:46.0,十勝地方中部,42°39.8′N,143°32.2′E,74 km,3.8,震度１
2022/02/12,14:12:16.1,茨城県南部,36°04.5′N,139°54.2′E,46 km,3.0,震度１
2022/02/12,12:52:32.3,石川県能登地方,37°31.1′N,137°19.0′E,13 km,3.2,震度２
2022/02/12,12:10:18.5,福島県沖,37°23.4′N,141°46.2′E,41 km,3.7,震度１
2022/02/12,08:22:32.0,日向灘,32°40.3′N,132°01.3′E,42 km,3.9,震度２
2022/02/12,01:43:11.9,台湾付近,23°55.7′N,122°17.5′E,17 km,5.8,震度２
2022/02/11,20:44:34.5,新潟県上中越沖,37°18.1′N,138°19.3′E,22 km,3.2,震度２
2022/02/11,20:40:41.6,新潟県上中越沖,37°18.1′N,138°19.6′E,21 km,3.3,震度２
2022/02/11,09:42:38.3,十勝沖,42°08.3′N,143°25.7′E,17 km,3.9,震度１
2022/02/11,09:04:54.5,福島県沖,37°01.9′N,141°09.6′E,18 km,4.4,震度２
2022/02/11,06:32:50.3,島根県東部,35°22.0′N,133°01.9′E,9 km,4.0,震度２
2022/02/10,15:54:01.3,福島県会津,37°46.6′N,140°03.7′E,6 km,3.2,震度１
2022/02/10,14:44:20.9,長野県南部,35°51.0′N,137°41.1′E,7 km,2.1,震度１
2022/02/10,06:23:39.8,日向灘,32°40.0′N,131°52.0′E,48 km,2.9,震度１
2022/02/10,02:07:57.0,宮城県北部,38°44.3′N,141°33.3′E,59 km,3.8,震度２
2022/02/09,18:47:32.0,茨城県沖,36°14.0′N,140°59.2′E,45 km,3.5,震度１
2022/02/09,17:47:52.1,奄美大島近海,28°00.2′N,129°20.7′E,39 km,3.3,震度２
2022/02/09,14:41:05.5,山形県庄内地方,38°58.0′N,139°59.8′E,18 km,3.3,震度１
2022/02/09,08:54:40.7,宮古島近海,24°43.4′N,125°25.0′E,45 km,3.8,震度１
2022/02/09,07:41:45.7,沖縄本島北西沖,26°46.9′N,126°21.7′E,19 km,5.4,震度２
2022/02/09,04:34:06.0,沖縄本島北西沖,26°46.4′N,126°22.0′E,27 km,4.4,震度１
